evaluation,metric_type,comparison,level,class_metric_kind,class,support,tp,fp,fn,precision,recall,f1,cohen_kappa_one_vs_rest
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP1_underlying,level1,single_label,03,1881,1509,218,372,0.8737695425593515,0.8022328548644339,0.8364745011086474,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP1_underlying,level1,single_label,04,369,319,76,50,0.8075949367088607,0.8644986449864499,0.8350785340314136,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP1_underlying,level1,single_label,05,518,381,60,137,0.8639455782312925,0.7355212355212355,0.7945776850886339,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP1_underlying,level1,single_label,BLANK,0,0,10,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,00-02-00,229,6,51,223,0.10526315789473684,0.026200873362445413,0.04195804195804195,0.023592872059519373
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,00-03-00,25,0,1,25,0.0,0.0,,-0.00039642268172013857
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,00-04-00,32,1,1,31,0.5,0.03125,0.058823529411764705,0.05809284665867694
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,01-00-00,1,0,0,1,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,01-01-00,453,161,470,292,0.2551505546751189,0.3554083885209713,0.2970479704797048,0.2113429698573208
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,01-01-01,287,59,151,228,0.28095238095238095,0.20557491289198607,0.23742454728370221,0.19730898258314408
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,01-01-02,76,19,31,57,0.38,0.25,0.30158730158730157,0.29279755182337996
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,01-01-03,5,3,9,2,0.25,0.6,0.35294117647058826,0.351998640463232
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,01-01-04,487,192,234,295,0.4507042253521127,0.3942505133470226,0.42059145673603504,0.36072626943385766
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,01-01-05,189,53,145,136,0.2676767676767677,0.2804232804232804,0.2739018087855297,0.2437653436790007
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,01-01-06,144,8,62,136,0.11428571428571428,0.05555555555555555,0.0747663551401869,0.05645033003332698
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,01-01-99,137,8,69,129,0.1038961038961039,0.058394160583941604,0.07476635514018691,0.055580454550815506
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,01-03-00,19,1,22,18,0.043478260869565216,0.05263157894736842,0.04761904761904762,0.043517679057119105
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,01-04-00,24,2,20,22,0.09090909090909091,0.08333333333333333,0.08695652173913043,0.08261695366860561
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,01-04-01,226,112,83,114,0.5743589743589743,0.49557522123893805,0.5320665083135391,0.5109697167173142
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,01-04-02,274,101,69,173,0.5941176470588235,0.3686131386861314,0.4549549549549549,0.4303250141154422
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,01-04-03,33,2,18,31,0.1,0.06060606060606061,0.07547169811320756,0.07070253117563226
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,01-04-99,21,0,11,21,0.0,0.0,,-0.002983840758474683
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,01-05-00,370,143,119,227,0.5458015267175572,0.3864864864864865,0.4525316455696203,0.41558936049360773
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,01-07-00,2,0,0,2,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,01-09-01,0,0,1,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,01-99-00,274,65,73,209,0.47101449275362317,0.23722627737226276,0.31553398058252424,0.28862799483525226
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,02-00-00,9,2,1,7,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33271458526694986
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,02-01-00,1,0,0,1,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,02-02-00,7,0,1,7,0.0,0.0,,-0.00036073177013806035
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,02-03-00,14,0,0,14,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,02-04-00,61,1,0,60,1.0,0.01639344262295082,0.03225806451612903,0.03186551581970979
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,02-05-00,10,0,0,10,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,02-06-00,3,0,1,3,0.0,0.0,,-0.00030918272706712446
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,02-99-00,32,7,5,25,0.5833333333333334,0.21875,0.31818181818181823,0.3157207046304921
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-01-00,4,1,21,3,0.045454545454545456,0.25,0.07692307692307693,0.0756337200996936
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-01-01,621,499,131,122,0.792063492063492,0.8035426731078905,0.797761790567546,0.7678404460274593
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-01-02,175,32,98,143,0.24615384615384617,0.18285714285714286,0.20983606557377052,0.18477623696124373
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-01-03,33,3,16,30,0.15789473684210525,0.09090909090909091,0.11538461538461539,0.110966858089552
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-01-04,111,36,32,75,0.5294117647058824,0.32432432432432434,0.40223463687150834,0.3916629861373898
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-01-99,206,36,79,170,0.3130434782608696,0.17475728155339806,0.22429906542056077,0.19996649967261035
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-02-00,170,35,222,135,0.13618677042801555,0.20588235294117646,0.16393442622950818,0.12712793050964563
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-02-01,19,6,13,13,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3131001894475398
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-02-02,110,79,13,31,0.8586956521739131,0.7181818181818181,0.7821782178217822,0.7775861242872872
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-02-05,1,0,0,1,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-02-99,101,8,46,93,0.14814814814814814,0.07920792079207921,0.1032258064516129,0.09003017643162756
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-03-00,47,6,113,41,0.05042016806722689,0.1276595744680851,0.07228915662650602,0.05922619497188221
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-03-01,33,3,5,30,0.375,0.09090909090909091,0.14634146341463414,0.14407014538034255
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-03-02,88,39,68,49,0.3644859813084112,0.4431818181818182,0.4,0.38781761352793526
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-03-03,100,11,63,89,0.14864864864864866,0.11,0.1264367816091954,0.11085289445072707
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-03-99,279,35,125,244,0.21875,0.12544802867383512,0.15945330296127563,0.12268841610298353
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-04-00,10,0,13,10,0.0,0.0,,-0.0023347910811120577
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-04-01,82,22,21,60,0.5116279069767442,0.2682926829268293,0.35200000000000004,0.34437841597270424
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-04-02,108,72,33,36,0.6857142857142857,0.6666666666666666,0.676056338028169,0.668789298611584
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-04-99,315,110,158,205,0.41044776119402987,0.3492063492063492,0.3773584905660377,0.3378439585049046
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-05-01,205,162,25,43,0.8663101604278075,0.7902439024390244,0.826530612244898,0.8192458150436048
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-05-99,10,0,5,10,0.0,0.0,,-0.0013756104271269783
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-06-00,5,1,13,4,0.07142857142857142,0.2,0.10526315789473682,0.10390259267704556
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-06-01,11,5,2,6,0.7142857142857143,0.45454545454545453,0.5555555555555556,0.5547706422018677
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-06-02,11,1,9,10,0.1,0.09090909090909091,0.09523809523809525,0.0932807567876147
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-06-03,6,0,1,6,0.0,0.0,,-0.0003533672957889607
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-06-04,6,0,5,6,0.0,0.0,,-0.0011252180109699332
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-06-05,2,0,0,2,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-06-06,24,1,6,23,0.14285714285714285,0.041666666666666664,0.06451612903225806,0.06242213887428698
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-06-07,10,1,2,9,0.3333333333333333,0.1,0.15384615384615383,0.15304066382140727
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-06-99,113,19,67,94,0.22093023255813954,0.168141592920354,0.19095477386934678,0.17433803474756254
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-07-00,4,0,22,4,0.0,0.0,,-0.001396803225340576
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-07-01,190,61,75,129,0.4485294117647059,0.32105263157894737,0.37423312883435583,0.35310161147622976
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-07-99,151,15,47,136,0.24193548387096775,0.09933774834437085,0.14084507042253522,0.12499544319262204
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-08-00,492,392,536,100,0.4224137931034483,0.7967479674796748,0.5521126760563381,0.4836981867841802
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-08-01,18,0,8,18,0.0,0.0,,-0.002287711494179781
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-08-99,353,15,18,338,0.45454545454545453,0.042492917847025496,0.07772020725388601,0.06610521308568933
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-09-00,2,0,2,2,0.0,0.0,,-0.00041228612644781
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-09-01,894,537,300,357,0.6415770609318996,0.6006711409395973,0.6204506065857885,0.5381768534616301
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-09-99,24,0,12,24,0.0,0.0,,-0.0033078354351833306
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,03-99-00,267,32,92,235,0.25806451612903225,0.1198501872659176,0.16368286445012786,0.13344349145173287
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,04-00-00,8,0,0,8,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,04-01-00,12,4,0,8,1.0,0.3333333333333333,0.5,0.49938106044976344
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,04-02-00,31,7,3,24,0.7,0.22580645161290322,0.3414634146341463,0.33940500017645664
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,04-03-00,2,0,0,2,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,04-04-00,3,1,0,2,1.0,0.3333333333333333,0.5,0.4998454086363991
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,04-05-00,26,6,5,20,0.5454545454545454,0.23076923076923078,0.3243243243243243,0.32216504924883343
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,04-06-00,13,2,1,11,0.6666666666666666,0.15384615384615385,0.25,0.24924584246485496
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,04-07-00,8,1,1,7,0.5,0.125,0.2,0.19947214318116988
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,04-09-00,15,0,2,15,0.0,0.0,,-0.0007277932096766171
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,04-99-00,79,13,28,66,0.3170731707317073,0.16455696202531644,0.21666666666666667,0.20785508142293332
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,05-00-00,10,0,21,10,0.0,0.0,,-0.002799570732473572
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,05-01-00,3,0,0,3,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,05-01-05,1,0,0,1,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,05-02-00,8,0,0,8,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,05-03-00,162,13,9,149,0.5909090909090909,0.08024691358024691,0.14130434782608695,0.13439464272813154
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,05-04-00,16,0,2,16,0.0,0.0,,-0.0007331882231833058
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,05-05-00,116,17,21,99,0.4473684210526316,0.14655172413793102,0.22077922077922077,0.21147768723952343
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,05-06-00,98,17,15,81,0.53125,0.17346938775510204,0.26153846153846155,0.25412332017329026
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,05-08-00,7,1,7,6,0.125,0.14285714285714285,0.13333333333333333,0.1319978536934778
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,05-99-00,74,4,6,70,0.4,0.05405405405405406,0.09523809523809523,0.09194134504593998
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,99-00-00,34,0,2,34,0.0,0.0,,-0.000779048186412019
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,multi_label,BLANK,0,0,1016,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,00-02,229,6,51,223,0.10526315789473684,0.026200873362445413,0.04195804195804195,0.023592872059519373
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,00-03,25,0,1,25,0.0,0.0,,-0.00039642268172013857
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,00-04,32,1,1,31,0.5,0.03125,0.058823529411764705,0.05809284665867694
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,01-00,1,0,0,1,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,01-01,1522,811,594,711,0.5772241992882562,0.5328515111695138,0.5541510078578749,0.3620848333551742
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,01-03,19,1,22,18,0.043478260869565216,0.05263157894736842,0.04761904761904762,0.043517679057119105
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,01-04,552,287,115,265,0.7139303482587065,0.519927536231884,0.6016771488469601,0.559445708194595
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,01-05,370,143,119,227,0.5458015267175572,0.3864864864864865,0.4525316455696203,0.41558936049360773
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,01-07,2,0,0,2,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,01-09,0,0,1,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,01-99,274,65,73,209,0.47101449275362317,0.23722627737226276,0.31553398058252424,0.28862799483525226
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,02-00,9,2,1,7,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33271458526694986
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,02-01,1,0,0,1,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,02-02,7,0,1,7,0.0,0.0,,-0.00036073177013806035
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,02-03,14,0,0,14,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,02-04,61,1,0,60,1.0,0.01639344262295082,0.03225806451612903,0.03186551581970979
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,02-05,10,0,0,10,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,02-06,3,0,1,3,0.0,0.0,,-0.00030918272706712446
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,02-99,32,7,5,25,0.5833333333333334,0.21875,0.31818181818181823,0.3157207046304921
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,03-01,1001,672,222,329,0.7516778523489933,0.6713286713286714,0.7092348284960421,0.6389725337254494
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,03-02,391,148,266,243,0.357487922705314,0.37851662404092073,0.36770186335403726,0.31056817671188
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,03-03,516,193,255,323,0.43080357142857145,0.374031007751938,0.4004149377593361,0.33466241108778244
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,03-04,496,228,183,268,0.5547445255474452,0.4596774193548387,0.5027563395810364,0.45199662790729705
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,03-05,214,165,27,49,0.859375,0.7710280373831776,0.812807881773399,0.804660878260216
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,03-06,187,43,90,144,0.3233082706766917,0.22994652406417113,0.26875000000000004,0.2445526863036506
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,03-07,341,119,100,222,0.54337899543379,0.3489736070381232,0.425,0.39156149423631487
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,03-08,863,714,255,149,0.7368421052631579,0.8273464658169177,0.7794759825327511,0.7283794496191711
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,03-09,912,544,305,368,0.64075382803298,0.5964912280701754,0.6178307779670641,0.5332558205670922
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,03-99,267,32,92,235,0.25806451612903225,0.1198501872659176,0.16368286445012786,0.13344349145173287
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,04-00,8,0,0,8,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,04-01,12,4,0,8,1.0,0.3333333333333333,0.5,0.49938106044976344
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,04-02,31,7,3,24,0.7,0.22580645161290322,0.3414634146341463,0.33940500017645664
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,04-03,2,0,0,2,,0.0,,0.0
