evaluation,metric_type,comparison,level,reference,predicted,n_cases,confusion_type
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,full,,03-06-07,3,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,full,,05-08-00,3,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,full,01-04-04,,2,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,full,05-01-00,,2,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,full,03-06-02,,2,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,full,03-06-07,,2,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,full,02-00-00,,2,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,full,,03-09-00,2,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,full,,04-07-00,2,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,full,,02-00-00,2,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,full,,04-06-00,2,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,full,,04-09-00,2,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,full,04-08-00,,1,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,full,03-06-05,,1,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,full,01-00-00,,1,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,full,04-07-00,,1,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,full,01-07-00,,1,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,full,00-03-00,,1,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,full,04-09-00,,1,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,full,05-02-00,,1,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,full,04-04-00,,1,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,full,,00-04-00,1,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,full,,04-01-00,1,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,full,,02-06-00,1,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,full,,01-09-01,1,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,full,,02-04-00,1,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level1,01,,590,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level1,,BLANK,492,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level1,03,,470,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level1,,01,373,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level1,,03,265,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level1,05,,119,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level1,00,,75,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level1,04,,48,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level1,,00,28,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level1,,05,25,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level1,,04,21,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level1,02,,18,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level1,,02,8,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level1,99,,5,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,01-01,,569,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,BLANK,492,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,01-01,449,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,03-09,,314,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,03-01,,271,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,03-03,,262,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,03-09,246,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,03-02,225,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,03-07,,223,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,03-03,217,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,01-04,,205,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,03-02,,198,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,03-08,162,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,03-04,,160,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,01-05,,151,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,03-04,143,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,03-01,119,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,03-06,,118,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,01-05,115,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,01-99,,112,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,03-99,,104,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,01-04,94,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,03-07,89,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,01-99,89,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,03-99,81,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,03-08,,78,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,03-06,70,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,00-02,,65,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,05-03,,51,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,03-05,,45,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,05-06,,42,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,05-05,,34,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,04-99,,28,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,00-02,27,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,03-05,20,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,01-03,17,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,04-99,15,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,05-06,15,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,01-03,,14,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,05-05,11,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,05-99,,10,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,05-00,10,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,00-04,,9,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,02-99,,9,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,05-03,9,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,05-08,,8,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,04-02,,7,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,05-00,,7,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,02-99,6,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,05-99,6,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,04-05,,5,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,99-00,,5,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,04-06,,5,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,04-05,5,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,04-00,,4,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,04-01,,4,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,02-04,,4,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,02-05,,3,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,02-03,,3,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,05-04,,3,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,04-02,3,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,05-08,3,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,05-01,,2,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,02-00,,2,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,04-07,2,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,02-00,2,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,04-06,2,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,04-09,2,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,04-08,,1,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,01-00,,1,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,04-07,,1,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,01-07,,1,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,00-03,,1,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,04-09,,1,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,05-02,,1,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,04-04,,1,MISSED_BY_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,00-04,1,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,04-01,1,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,02-06,1,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,01-09,1,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP4_contrib_set,level2,,02-04,1,EXTRA_FROM_LLM
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,01-04-01,01-04-02,14,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,01-04-01,00-02-00,9,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP4_direct vs PHY_direct,full,01-04-01,01-04-02,9,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,01-00-00,00-02-00,7,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP4_direct vs PHY_direct,full,03-03-00,03-03-03,7,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,03-01-04,03-01-01,6,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,03-03-00,03-03-03,6,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP4_direct vs PHY_direct,full,01-00-00,00-02-00,6,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP4_direct vs PHY_direct,full,01-04-01,00-02-00,6,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,01-01-04,03-01-04,5,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,03-01-02,00-02-00,5,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,03-01-02,03-01-01,5,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP4_direct vs PHY_direct,full,01-04-01,01-01-04,5,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP4_direct vs PHY_direct,full,03-01-02,01-01-04,5,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP4_direct vs PHY_direct,full,03-01-04,00-02-00,5,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP4_direct vs PHY_direct,full,03-01-04,03-01-01,5,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,01-01-00,00-02-00,4,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,01-01-04,00-02-00,4,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,01-01-04,01-04-02,4,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,01-01-06,00-02-00,4,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,05-06-00,01-01-04,4,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP4_direct vs PHY_direct,full,01-01-04,00-02-00,4,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP4_direct vs PHY_direct,full,01-01-04,03-01-04,4,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,01-01-01,01-01-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,01-01-06,03-01-04,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,01-01-06,03-07-01,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,03-08-01,00-02-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,04-03-00,03-04-02,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,05-06-00,05-05-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP4_direct vs PHY_direct,full,01-00-00,01-01-04,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP4_direct vs PHY_direct,full,01-01-00,00-02-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP4_direct vs PHY_direct,full,01-01-00,01-04-02,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP4_direct vs PHY_direct,full,01-01-01,01-01-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP4_direct vs PHY_direct,full,01-01-05,00-02-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP4_direct vs PHY_direct,full,01-01-05,01-04-02,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP4_direct vs PHY_direct,full,01-01-06,03-01-04,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP4_direct vs PHY_direct,full,01-01-06,03-05-01,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP4_direct vs PHY_direct,full,03-01-02,03-02-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP4_direct vs PHY_direct,full,03-01-04,03-02-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,01-00-00,01-04-02,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,01-01-00,01-01-02,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,01-01-00,01-01-04,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,01-01-00,01-04-02,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,01-01-01,00-02-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,01-01-05,00-02-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,01-01-05,01-04-02,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,01-01-05,01-05-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,01-01-06,01-01-02,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,01-01-06,03-05-01,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,01-04-01,03-02-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,01-04-03,00-02-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,01-04-03,01-04-02,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,03-00-00,00-02-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,03-01-00,03-01-04,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,03-01-02,03-01-04,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,03-01-04,00-02-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,03-01-04,03-02-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,03-03-00,01-01-06,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,03-03-00,03-03-02,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,03-03-02,03-03-03,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,03-06-00,00-02-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,03-06-00,03-06-99,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,04-05-00,00-02-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,05-06-00,BLANK,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP4_direct vs PHY_direct,full,01-01-00,01-01-02,2,
