evaluation,experiment,comparison,level,error_type,code,n_cases
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,03-99,172
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,03-06,158
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,01-04,150
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,02-04,104
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,04-99,94
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,05-03,93
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,05-05,81
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,05-06,81
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,03-05,72
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,05-99,71
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,00-04,41
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,04-09,32
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,99-00,30
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,00-03,30
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,02-99,27
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,05-08,25
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,04-02,24
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,01-03,24
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,05-04,18
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,04-05,18
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,02-03,17
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,04-06,16
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,02-05,13
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,04-00,11
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,05-00,10
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,05-02,8
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,02-02,7
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,02-00,7
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,04-03,7
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,04-07,5
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,04-08,5
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,04-01,4
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,02-06,4
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,05-01,3
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,04-04,2
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,02-01,2
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,00-01,1
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,01-00,1
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,05-09,1
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,01-01,817
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,01-04,806
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,03-01,479
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,03-03,192
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,05-05,182
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,03-06,178
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,05-03,131
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,03-05,109
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,05-06,99
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,03-08,77
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,03-04,75
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,04-01,70
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,03-09,62
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,04-03,56
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,03-02,51
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,01-05,45
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,04-05,36
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,03-07,30
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,04-08,24
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,04-02,18
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,02-03,17
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,05-04,16
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,04-06,14
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,02-04,10
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,02-05,7
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,01-03,5
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,05-08,5
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,02-01,4
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,04-07,4
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,02-02,4
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,04-04,4
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,01-07,3
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,05-00,2
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,04-09,1
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,01-04-02,199
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,05-05-00,119
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,01-01-00,114
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,01-01-01,105
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-03-00,98
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,05-03-00,98
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-01-02,61
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-06-00,57
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-00-00,53
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,05-06-00,50
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,01-04-00,47
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-01-04,46
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,01-00-00,46
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,01-01-04,43
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,04-05-00,42
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,01-01-05,42
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-04-00,38
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,01-01-06,34
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,04-00-00,33
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-06-02,33
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,04-03-00,32
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,01-04-03,32
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,04-01-00,30
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-06-04,29
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-01-00,29
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-08-01,25
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,05-04-00,25
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-03-03,24
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-03-02,23
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-09-01,21
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,01-01-02,20
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,01-04-01,16
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,01-03-00,16
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,05-00-00,16
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-01-03,15
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-07-00,15
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-02-02,14
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-01-01,12
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-04-01,12
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,01-05-00,12
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,04-02-00,11
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-06-03,11
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,02-04-00,10
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,04-08-00,8
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,02-03-00,8
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,02-00-00,7
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-02-00,7
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-08-00,7
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-03-01,7
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,02-01-00,6
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-05-01,5
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-09-00,5
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-06-01,4
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-07-01,4
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,04-04-00,4
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,02-05-00,3
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,02-02-00,3
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-04-02,2
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-02-01,2
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-05-00,2
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-06-05,2
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,05-08-00,2
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,04-06-00,1
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,01-07-00,1
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,02-06-00,1
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,04-09-00,1
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-08-00,806
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-09-01,697
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,01-01-00,675
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,00-02-00,615
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,01-01-04,556
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-01-01,349
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,01-05-00,326
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-02-00,294
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,01-01-01,269
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,01-04-01,244
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,01-01-05,232
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-04-99,203
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-07-01,151
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,01-01-02,140
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-03-99,139
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,04-99-00,133
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-03-03,123
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,01-99-00,119
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-03-00,114
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-03-02,111
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,05-00-00,111
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-06-99,104
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,01-04-02,104
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-04-02,100
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,01-01-06,97
Evaluation 3: EXP2 vs EXP1 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-01-99,94
